epoch,acc,loss,top3,val_acc,val_loss,val_top3
0,0.01785714365541935,4.624212741851807,0.1071428582072258,NA,NA,NA
1,0.0,4.533660411834717,0.0535714291036129,NA,NA,NA
2,0.0535714291036129,4.185572624206543,0.0892857164144516,NA,NA,NA
